Interval,CSVdata
2019-01-21 01:27:04.190,2019-01-21 01:27:04.190
2019-01-21 01:27:22.190,2019-01-21 01:27:22.190
2019-01-21 01:27:40.190,2019-01-21 01:27:40.190
2019-01-21 01:27:58.190,2019-01-21 01:27:58.190
2019-01-21 01:28:16.190,2019-01-21 01:28:16.190
2019-01-21 01:28:34.190,2019-01-21 01:28:34.190
2019-01-21 01:28:52.190,2019-01-21 01:28:52.190
2019-01-21 01:29:10.190,2019-01-21 01:29:10.190
2019-01-21 01:29:28.190,2019-01-21 01:29:28.190
2019-01-21 01:29:46.190,2019-01-21 01:29:46.190
2019-01-21 01:30:04.190,2019-01-21 01:30:04.190
2019-01-21 01:30:23.190,2019-01-21 01:30:23.190
2019-01-21 01:30:42.190,2019-01-21 01:30:42.190
2019-01-21 01:31:00.190,2019-01-21 01:31:00.190
2019-01-21 01:31:18.190,2019-01-21 01:31:18.190
2019-01-21 01:31:36.190,2019-01-21 01:31:36.190
2019-01-21 01:31:54.190,2019-01-21 01:31:54.190
2019-01-21 01:32:12.190,2019-01-21 01:32:12.190
2019-01-21 01:32:30.190,2019-01-21 01:32:30.190
2019-01-21 01:32:48.190,2019-01-21 01:32:48.190
2019-01-21 01:33:06.190,2019-01-21 01:33:06.190
2019-01-21 01:33:24.190,2019-01-21 01:33:24.190
2019-01-21 01:33:41.190,2019-01-21 01:33:41.190
2019-01-21 01:33:58.190,2019-01-21 01:33:58.190
2019-01-21 01:34:16.190,2019-01-21 01:34:16.190
2019-01-21 01:34:34.190,2019-01-21 01:34:34.190
2019-01-21 01:34:52.190,2019-01-21 01:34:52.190
2019-01-21 01:35:10.190,2019-01-21 01:35:10.190
2019-01-21 01:35:28.190,2019-01-21 01:35:28.190
2019-01-21 01:35:46.190,2019-01-21 01:35:46.190
2019-01-21 01:36:04.190,2019-01-21 01:36:04.190
2019-01-21 01:36:22.190,2019-01-21 01:36:22.190
2019-01-21 01:36:40.190,2019-01-21 01:36:40.190
2019-01-21 01:36:58.190,2019-01-21 01:36:58.190
2019-01-21 01:37:15.190,2019-01-21 01:37:15.190
2019-01-21 01:37:32.190,2019-01-21 01:37:32.190
2019-01-21 01:37:50.190,2019-01-21 01:37:50.190
2019-01-21 01:38:08.190,2019-01-21 01:38:08.190
2019-01-21 01:38:26.190,2019-01-21 01:38:26.190
2019-01-21 01:38:45.190,2019-01-21 01:38:45.190
2019-01-21 01:39:04.190,2019-01-21 01:39:04.190
2019-01-21 01:39:21.190,2019-01-21 01:39:21.190
2019-01-21 01:39:38.190,2019-01-21 01:39:38.190
2019-01-21 01:39:56.190,2019-01-21 01:39:56.190
2019-01-21 01:40:14.190,2019-01-21 01:40:14.190
2019-01-21 01:40:32.190,2019-01-21 01:40:32.190
2019-01-21 01:40:50.190,2019-01-21 01:40:50.190
2019-01-21 01:41:08.190,2019-01-21 01:41:08.190
2019-01-21 01:41:26.190,2019-01-21 01:41:26.190
2019-01-21 01:41:44.190,2019-01-21 01:41:44.190
2019-01-21 01:42:02.190,2019-01-21 01:42:02.190
2019-01-21 01:42:16.190,2019-01-21 01:42:16.190
2019-01-21 01:42:42.210,2019-01-21 01:42:42.210
2019-01-21 01:42:49.650,2019-01-21 01:42:49.650
2019-01-21 01:43:09.220,2019-01-21 01:43:09.220
2019-01-21 01:43:28.950,2019-01-21 01:43:28.950
2019-01-21 01:43:48.680,2019-01-21 01:43:48.680
2019-01-21 01:44:07.910,2019-01-21 01:44:07.910
2019-01-21 01:44:27.140,2019-01-21 01:44:27.140
2019-01-21 01:44:47.710,2019-01-21 01:44:47.710
2019-01-21 01:44:59.380,2019-01-21 01:44:59.380
2019-01-21 01:45:17.380,2019-01-21 01:45:17.380
2019-01-21 01:45:35.380,2019-01-21 01:45:35.380
2019-01-21 01:45:53.390,2019-01-21 01:45:53.390
2019-01-21 01:46:11.390,2019-01-21 01:46:11.390
2019-01-21 01:46:30.390,2019-01-21 01:46:30.390
2019-01-21 01:46:49.390,2019-01-21 01:46:49.390
2019-01-21 01:47:07.390,2019-01-21 01:47:07.390
2019-01-21 01:47:25.390,2019-01-21 01:47:25.390
2019-01-21 01:47:43.390,2019-01-21 01:47:43.390
2019-01-21 01:48:01.390,2019-01-21 01:48:01.390
2019-01-21 01:48:19.390,2019-01-21 01:48:19.390
2019-01-21 01:48:37.390,2019-01-21 01:48:37.390
2019-01-21 01:48:55.390,2019-01-21 01:48:55.390
2019-01-21 01:49:13.390,2019-01-21 01:49:13.390
2019-01-21 01:49:31.390,2019-01-21 01:49:31.390
2019-01-21 01:49:49.390,2019-01-21 01:49:49.390
2019-01-21 01:50:07.390,2019-01-21 01:50:07.390
2019-01-21 01:50:25.390,2019-01-21 01:50:25.390
2019-01-21 01:50:43.390,2019-01-21 01:50:43.390
2019-01-21 01:51:01.390,2019-01-21 01:51:01.390
2019-01-21 01:51:19.390,2019-01-21 01:51:19.390
2019-01-21 01:51:37.390,2019-01-21 01:51:37.390
2019-01-21 01:51:55.390,2019-01-21 01:51:55.390
2019-01-21 01:52:13.390,2019-01-21 01:52:13.390
2019-01-21 01:52:31.390,2019-01-21 01:52:31.390
2019-01-21 01:52:50.390,2019-01-21 01:52:50.390
2019-01-21 01:53:09.390,2019-01-21 01:53:09.390
2019-01-21 01:53:28.390,2019-01-21 01:53:28.390
2019-01-21 01:53:47.390,2019-01-21 01:53:47.390
2019-01-21 01:54:05.390,2019-01-21 01:54:05.390
2019-01-21 01:54:23.390,2019-01-21 01:54:23.390
2019-01-21 01:54:41.390,2019-01-21 01:54:41.390
2019-01-21 01:54:59.390,2019-01-21 01:54:59.390
2019-01-21 01:55:17.390,2019-01-21 01:55:17.390
2019-01-21 01:55:35.390,2019-01-21 01:55:35.390
2019-01-21 01:55:53.390,2019-01-21 01:55:53.390
2019-01-21 01:56:11.390,2019-01-21 01:56:11.390
2019-01-21 01:56:29.400,2019-01-21 01:56:29.400
2019-01-21 01:56:47.400,2019-01-21 01:56:47.400
2019-01-21 01:57:05.400,2019-01-21 01:57:05.400
2019-01-21 01:57:23.400,2019-01-21 01:57:23.400
2019-01-21 01:57:41.400,2019-01-21 01:57:41.400
2019-01-21 01:57:59.400,2019-01-21 01:57:59.400
2019-01-21 01:58:17.400,2019-01-21 01:58:17.400
2019-01-21 01:58:35.400,2019-01-21 01:58:35.400
2019-01-21 01:58:54.400,2019-01-21 01:58:54.400
2019-01-21 01:59:12.400,2019-01-21 01:59:12.400
2019-01-21 01:59:29.400,2019-01-21 01:59:29.400
2019-01-21 01:59:47.400,2019-01-21 01:59:47.400
2019-01-21 02:00:05.400,2019-01-21 02:00:05.400
2019-01-21 02:00:23.400,2019-01-21 02:00:23.400
2019-01-21 02:00:41.400,2019-01-21 02:00:41.400
2019-01-21 02:00:59.400,2019-01-21 02:00:59.400
2019-01-21 02:01:17.400,2019-01-21 02:01:17.400
2019-01-21 02:01:35.400,2019-01-21 02:01:35.400
2019-01-21 02:01:53.400,2019-01-21 02:01:53.400
2019-01-21 02:02:11.400,2019-01-21 02:02:11.400
2019-01-21 02:02:29.410,2019-01-21 02:02:29.410
2019-01-21 02:02:48.410,2019-01-21 02:02:48.410
2019-01-21 02:03:07.410,2019-01-21 02:03:07.410
2019-01-21 02:03:31.540,2019-01-21 02:03:31.540
2019-01-21 02:03:42.870,2019-01-21 02:03:42.870
2019-01-21 02:03:59.870,2019-01-21 02:03:59.870
2019-01-21 02:04:17.870,2019-01-21 02:04:17.870
2019-01-21 02:04:35.870,2019-01-21 02:04:35.870
2019-01-21 02:04:53.870,2019-01-21 02:04:53.870
2019-01-21 02:05:11.870,2019-01-21 02:05:11.870
2019-01-21 02:05:29.870,2019-01-21 02:05:29.870
2019-01-21 02:05:47.870,2019-01-21 02:05:47.870
2019-01-21 02:06:05.870,2019-01-21 02:06:05.870
2019-01-21 02:06:24.610,2019-01-21 02:06:24.610
2019-01-21 02:06:42.620,2019-01-21 02:06:42.620
2019-01-21 02:07:00.620,2019-01-21 02:07:00.620
2019-01-21 02:07:17.620,2019-01-21 02:07:17.620
2019-01-21 02:07:34.620,2019-01-21 02:07:34.620
2019-01-21 02:07:52.620,2019-01-21 02:07:52.620
2019-01-21 02:08:10.620,2019-01-21 02:08:10.620
2019-01-21 02:08:28.620,2019-01-21 02:08:28.620
2019-01-21 02:08:46.620,2019-01-21 02:08:46.620
2019-01-21 02:09:04.620,2019-01-21 02:09:04.620
2019-01-21 02:09:22.620,2019-01-21 02:09:22.620
2019-01-21 02:09:41.620,2019-01-21 02:09:41.620
2019-01-21 02:09:59.620,2019-01-21 02:09:59.620
2019-01-21 02:10:16.620,2019-01-21 02:10:16.620
2019-01-21 02:10:34.620,2019-01-21 02:10:34.620
2019-01-21 02:10:53.620,2019-01-21 02:10:53.620
2019-01-21 02:11:12.620,2019-01-21 02:11:12.620
2019-01-21 02:11:30.620,2019-01-21 02:11:30.620
2019-01-21 02:11:48.620,2019-01-21 02:11:48.620
2019-01-21 02:12:06.620,2019-01-21 02:12:06.620
2019-01-21 02:12:24.620,2019-01-21 02:12:24.620
2019-01-21 02:12:42.620,2019-01-21 02:12:42.620
2019-01-21 02:13:00.620,2019-01-21 02:13:00.620
2019-01-21 02:13:18.620,2019-01-21 02:13:18.620
2019-01-21 02:13:36.620,2019-01-21 02:13:36.620
2019-01-21 02:13:54.620,2019-01-21 02:13:54.620
2019-01-21 02:14:11.620,2019-01-21 02:14:11.620
2019-01-21 02:14:28.620,2019-01-21 02:14:28.620
2019-01-21 02:14:46.620,2019-01-21 02:14:46.620
2019-01-21 02:15:04.620,2019-01-21 02:15:04.620
2019-01-21 02:15:22.620,2019-01-21 02:15:22.620
2019-01-21 02:15:40.620,2019-01-21 02:15:40.620
2019-01-21 02:15:58.620,2019-01-21 02:15:58.620
2019-01-21 02:16:16.620,2019-01-21 02:16:16.620
2019-01-21 02:16:33.620,2019-01-21 02:16:33.620
2019-01-21 02:16:51.620,2019-01-21 02:16:51.620
2019-01-21 02:17:10.620,2019-01-21 02:17:10.620
2019-01-21 02:17:29.620,2019-01-21 02:17:29.620
2019-01-21 02:17:48.620,2019-01-21 02:17:48.620
2019-01-21 02:18:06.620,2019-01-21 02:18:06.620
2019-01-21 02:18:24.620,2019-01-21 02:18:24.620
2019-01-21 02:18:42.620,2019-01-21 02:18:42.620
2019-01-21 02:19:00.620,2019-01-21 02:19:00.620
2019-01-21 02:19:19.620,2019-01-21 02:19:19.620
2019-01-21 02:19:38.620,2019-01-21 02:19:38.620
2019-01-21 02:19:56.620,2019-01-21 02:19:56.620
2019-01-21 02:20:14.620,2019-01-21 02:20:14.620
2019-01-21 02:20:32.620,2019-01-21 02:20:32.620
2019-01-21 02:20:50.620,2019-01-21 02:20:50.620
2019-01-21 02:21:08.620,2019-01-21 02:21:08.620
2019-01-21 02:21:26.620,2019-01-21 02:21:26.620
2019-01-21 02:21:44.620,2019-01-21 02:21:44.620
2019-01-21 02:22:02.620,2019-01-21 02:22:02.620
2019-01-21 02:22:20.620,2019-01-21 02:22:20.620
2019-01-21 02:22:38.620,2019-01-21 02:22:38.620
2019-01-21 02:22:56.620,2019-01-21 02:22:56.620
2019-01-21 02:23:14.620,2019-01-21 02:23:14.620
2019-01-21 02:23:32.620,2019-01-21 02:23:32.620
2019-01-21 02:23:50.620,2019-01-21 02:23:50.620
2019-01-21 02:24:08.620,2019-01-21 02:24:08.620
2019-01-21 02:24:26.620,2019-01-21 02:24:26.620
2019-01-21 02:24:44.620,2019-01-21 02:24:44.620
2019-01-21 02:25:02.620,2019-01-21 02:25:02.620
2019-01-21 02:25:20.620,2019-01-21 02:25:20.620
2019-01-21 02:25:38.620,2019-01-21 02:25:38.620
2019-01-21 02:25:56.620,2019-01-21 02:25:56.620
2019-01-21 02:26:14.620,2019-01-21 02:26:14.620
2019-01-21 02:26:32.620,2019-01-21 02:26:32.620
2019-01-21 02:26:50.620,2019-01-21 02:26:50.620
2019-01-21 02:27:08.620,2019-01-21 02:27:08.620
2019-01-21 02:27:26.620,2019-01-21 02:27:26.620
2019-01-21 02:27:45.620,2019-01-21 02:27:45.620
2019-01-21 02:28:04.620,2019-01-21 02:28:04.620
2019-01-21 02:28:22.620,2019-01-21 02:28:22.620
2019-01-21 02:28:40.620,2019-01-21 02:28:40.620
2019-01-21 02:28:58.620,2019-01-21 02:28:58.620
2019-01-21 02:29:16.620,2019-01-21 02:29:16.620
2019-01-21 02:29:34.620,2019-01-21 02:29:34.620
2019-01-21 02:29:52.620,2019-01-21 02:29:52.620
2019-01-21 02:30:10.620,2019-01-21 02:30:10.620
2019-01-21 02:30:28.620,2019-01-21 02:30:28.620
2019-01-21 02:30:46.620,2019-01-21 02:30:46.620
2019-01-21 02:31:04.620,2019-01-21 02:31:04.620
2019-01-21 02:31:22.620,2019-01-21 02:31:22.620
2019-01-21 02:31:40.620,2019-01-21 02:31:40.620
2019-01-21 02:31:58.620,2019-01-21 02:31:58.620
2019-01-21 02:32:16.630,2019-01-21 02:32:16.630
2019-01-21 02:32:34.620,2019-01-21 02:32:34.620
2019-01-21 02:32:46.620,2019-01-21 02:32:46.620
2019-01-21 02:33:28.390,2019-01-21 02:33:28.390
2019-01-21 02:33:46.300,2019-01-21 02:33:46.300
2019-01-21 02:34:04.210,2019-01-21 02:34:04.210
2019-01-21 02:34:22.120,2019-01-21 02:34:22.120
2019-01-21 02:34:40.030,2019-01-21 02:34:40.030
2019-01-21 02:34:57.950,2019-01-21 02:34:57.950
2019-01-21 02:35:15.860,2019-01-21 02:35:15.860
2019-01-21 02:35:33.770,2019-01-21 02:35:33.770
2019-01-21 02:35:51.680,2019-01-21 02:35:51.680
2019-01-21 02:36:09.590,2019-01-21 02:36:09.590
2019-01-21 02:36:27.500,2019-01-21 02:36:27.500
2019-01-21 02:36:45.420,2019-01-21 02:36:45.420
2019-01-21 02:37:03.330,2019-01-21 02:37:03.330
2019-01-21 02:37:20.630,2019-01-21 02:37:08.630
2019-01-21 02:37:38.880,2019-01-21 02:37:20.630
2019-01-21 02:37:56.630,2019-01-21 02:37:38.880
2019-01-21 02:38:21.250,2019-01-21 02:37:56.630
2019-01-21 02:38:32.080,2019-01-21 02:38:21.250
2019-01-21 02:38:50.080,2019-01-21 02:38:32.080
2019-01-21 02:39:08.080,2019-01-21 02:38:50.080
2019-01-21 02:39:26.080,2019-01-21 02:39:08.080
2019-01-21 02:39:44.080,2019-01-21 02:39:26.080
2019-01-21 02:40:02.080,2019-01-21 02:39:44.080
2019-01-21 02:40:20.080,2019-01-21 02:40:02.080
2019-01-21 02:40:37.080,2019-01-21 02:40:20.080
2019-01-21 02:40:54.080,2019-01-21 02:40:37.080
2019-01-21 02:41:12.500,2019-01-21 02:40:54.080
2019-01-21 02:41:30.550,2019-01-21 02:41:12.500
2019-01-21 02:41:48.550,2019-01-21 02:41:30.550
2019-01-21 02:42:06.550,2019-01-21 02:41:48.550
2019-01-21 02:42:24.550,2019-01-21 02:42:06.550
2019-01-21 02:42:42.550,2019-01-21 02:42:24.550
2019-01-21 02:43:00.550,2019-01-21 02:42:42.550
2019-01-21 02:43:18.550,2019-01-21 02:43:00.550
2019-01-21 02:43:36.550,2019-01-21 02:43:18.550
2019-01-21 02:43:54.550,2019-01-21 02:43:36.550
2019-01-21 02:44:12.550,2019-01-21 02:43:54.550
2019-01-21 02:44:30.550,2019-01-21 02:44:12.550
2019-01-21 02:44:48.550,2019-01-21 02:44:30.550
2019-01-21 02:45:06.550,2019-01-21 02:44:48.550
2019-01-21 02:45:24.550,2019-01-21 02:45:06.550
2019-01-21 02:45:42.550,2019-01-21 02:45:24.550
2019-01-21 02:46:00.550,2019-01-21 02:45:42.550
2019-01-21 02:46:18.550,2019-01-21 02:46:00.550
2019-01-21 02:46:36.550,2019-01-21 02:46:18.550
2019-01-21 02:46:54.550,2019-01-21 02:46:36.550
2019-01-21 02:47:12.550,2019-01-21 02:46:54.550
2019-01-21 02:47:30.550,2019-01-21 02:47:12.550
2019-01-21 02:47:48.550,2019-01-21 02:47:30.550
2019-01-21 02:48:06.550,2019-01-21 02:47:48.550
2019-01-21 02:48:24.550,2019-01-21 02:48:06.550
2019-01-21 02:48:42.550,2019-01-21 02:48:24.550
2019-01-21 02:49:00.550,2019-01-21 02:48:42.550
2019-01-21 02:49:18.550,2019-01-21 02:49:00.550
2019-01-21 02:49:36.550,2019-01-21 02:49:18.550
2019-01-21 02:49:54.550,2019-01-21 02:49:36.550
2019-01-21 02:50:12.550,2019-01-21 02:49:54.550
2019-01-21 02:50:30.550,2019-01-21 02:50:12.550
2019-01-21 02:50:48.550,2019-01-21 02:50:30.550
2019-01-21 02:51:06.550,2019-01-21 02:50:48.550
2019-01-21 02:51:22.550,2019-01-21 02:51:06.550
2019-01-21 02:51:47.770,2019-01-21 02:51:22.550
2019-01-21 02:52:00.010,2019-01-21 02:51:47.770
2019-01-21 02:52:18.010,2019-01-21 02:52:00.010
2019-01-21 02:52:36.010,2019-01-21 02:52:18.010
2019-01-21 02:52:54.010,2019-01-21 02:52:36.010
2019-01-21 02:53:12.010,2019-01-21 02:52:54.010
2019-01-21 02:53:30.010,2019-01-21 02:53:12.010
2019-01-21 02:53:49.010,2019-01-21 02:53:30.010
2019-01-21 02:54:08.010,2019-01-21 02:53:49.010
2019-01-21 02:54:26.010,2019-01-21 02:54:08.010
2019-01-21 02:54:44.010,2019-01-21 02:54:26.010
2019-01-21 02:55:02.010,2019-01-21 02:54:44.010
2019-01-21 02:55:20.010,2019-01-21 02:55:02.010
2019-01-21 02:55:38.010,2019-01-21 02:55:20.010
2019-01-21 02:55:56.010,2019-01-21 02:55:38.010
2019-01-21 02:56:14.010,2019-01-21 02:55:56.010
2019-01-21 02:56:32.010,2019-01-21 02:56:14.010
2019-01-21 02:56:50.010,2019-01-21 02:56:32.010
2019-01-21 02:57:08.010,2019-01-21 02:56:50.010
2019-01-21 02:57:26.010,2019-01-21 02:57:08.010
2019-01-21 02:57:44.010,2019-01-21 02:57:26.010
2019-01-21 02:58:00.300,2019-01-21 02:57:44.010
2019-01-21 02:58:20.010,2019-01-21 02:58:00.300
2019-01-21 02:58:40.010,2019-01-21 02:58:20.010
2019-01-21 02:58:58.010,2019-01-21 02:58:40.010
2019-01-21 02:59:16.010,2019-01-21 02:58:58.010
2019-01-21 02:59:34.010,2019-01-21 02:59:16.010
2019-01-21 02:59:52.010,2019-01-21 02:59:34.010
2019-01-21 03:00:10.010,2019-01-21 02:59:52.010
2019-01-21 03:00:28.010,2019-01-21 03:00:10.010
2019-01-21 03:00:46.010,2019-01-21 03:00:28.010
2019-01-21 03:01:04.010,2019-01-21 03:00:46.010
2019-01-21 03:01:22.010,2019-01-21 03:01:04.010
2019-01-21 03:01:40.010,2019-01-21 03:01:22.010
2019-01-21 03:01:58.020,2019-01-21 03:01:40.010
2019-01-21 03:02:16.010,2019-01-21 03:01:58.020
2019-01-21 03:02:36.020,2019-01-21 03:02:16.010
2019-01-21 03:02:54.020,2019-01-21 03:02:36.020
2019-01-21 03:03:12.020,2019-01-21 03:02:54.020
2019-01-21 03:03:32.680,2019-01-21 03:03:12.020
2019-01-21 03:03:50.730,2019-01-21 03:03:32.680
2019-01-21 03:04:08.920,2019-01-21 03:03:50.730
2019-01-21 03:04:26.720,2019-01-21 03:04:08.920
2019-01-21 03:04:44.600,2019-01-21 03:04:26.720
2019-01-21 03:05:02.080,2019-01-21 03:04:44.600
2019-01-21 03:05:20.810,2019-01-21 03:05:02.080
2019-01-21 03:05:39.020,2019-01-21 03:05:20.810
2019-01-21 03:05:56.830,2019-01-21 03:05:39.020
2019-01-21 03:06:14.650,2019-01-21 03:05:56.830
2019-01-21 03:06:32.450,2019-01-21 03:06:14.650
2019-01-21 03:06:50.250,2019-01-21 03:06:32.450
2019-01-21 03:07:06.270,2019-01-21 03:06:50.250
2019-01-21 03:07:22.290,2019-01-21 03:07:06.270
2019-01-21 03:07:40.100,2019-01-21 03:07:22.290
2019-01-21 03:07:57.890,2019-01-21 03:07:40.100
2019-01-21 03:08:17.440,2019-01-21 03:07:57.890
2019-01-21 03:08:37.000,2019-01-21 03:08:17.440
2019-01-21 03:08:54.800,2019-01-21 03:08:36.000
2019-01-21 03:09:12.600,2019-01-21 03:08:54.800
2019-01-21 03:09:32.200,2019-01-21 03:09:12.600
2019-01-21 03:09:51.800,2019-01-21 03:09:32.200
2019-01-21 03:10:09.640,2019-01-21 03:09:51.800
2019-01-21 03:10:27.480,2019-01-21 03:10:09.640
2019-01-21 03:10:45.320,2019-01-21 03:10:27.480
2019-01-21 03:11:03.510,2019-01-21 03:10:45.320
2019-01-21 03:11:23.080,2019-01-21 03:11:03.510
2019-01-21 03:11:42.740,2019-01-21 03:11:23.080
2019-01-21 03:12:00.610,2019-01-21 03:11:42.740
2019-01-21 03:12:18.510,2019-01-21 03:12:00.610
2019-01-21 03:12:38.870,2019-01-21 03:12:18.510
2019-01-21 03:12:52.440,2019-01-21 03:12:38.870
2019-01-21 03:13:11.760,2019-01-21 03:12:52.440
2019-01-21 03:13:29.140,2019-01-21 03:13:11.760
2019-01-21 03:13:46.920,2019-01-21 03:13:29.140
2019-01-21 03:14:05.130,2019-01-21 03:13:46.920
2019-01-21 03:14:22.680,2019-01-21 03:14:05.130
2019-01-21 03:14:40.970,2019-01-21 03:14:22.680
2019-01-21 03:14:58.720,2019-01-21 03:14:40.970
2019-01-21 03:15:18.210,2019-01-21 03:14:58.720
2019-01-21 03:15:37.130,2019-01-21 03:15:18.210
2019-01-21 03:15:56.500,2019-01-21 03:15:37.130
2019-01-21 03:16:14.830,2019-01-21 03:15:56.500
2019-01-21 03:16:32.670,2019-01-21 03:16:14.830
2019-01-21 03:16:50.280,2019-01-21 03:16:32.670
2019-01-21 03:17:07.440,2019-01-21 03:16:50.280
2019-01-21 03:17:26.520,2019-01-21 03:17:07.440
2019-01-21 03:17:46.150,2019-01-21 03:17:26.520
2019-01-21 03:18:04.330,2019-01-21 03:17:46.150
2019-01-21 03:18:22.570,2019-01-21 03:18:04.330
2019-01-21 03:18:42.900,2019-01-21 03:18:22.570
2019-01-21 03:19:00.840,2019-01-21 03:18:42.900
2019-01-21 03:19:18.280,2019-01-21 03:19:00.840
2019-01-21 03:19:37.700,2019-01-21 03:19:18.280
2019-01-21 03:19:56.400,2019-01-21 03:19:37.700
2019-01-21 03:20:15.610,2019-01-21 03:19:56.400
2019-01-21 03:20:33.300,2019-01-21 03:20:15.610
2019-01-21 03:20:50.310,2019-01-21 03:20:33.300
2019-01-21 03:21:08.920,2019-01-21 03:20:50.310
2019-01-21 03:21:27.790,2019-01-21 03:21:08.920
2019-01-21 03:21:45.490,2019-01-21 03:21:27.790
2019-01-21 03:22:03.470,2019-01-21 03:21:45.490
2019-01-21 03:22:21.310,2019-01-21 03:22:03.470
2019-01-21 03:22:38.880,2019-01-21 03:22:21.310
2019-01-21 03:22:58.380,2019-01-21 03:22:38.880
2019-01-21 03:23:16.340,2019-01-21 03:22:58.380
2019-01-21 03:23:34.320,2019-01-21 03:23:16.340
2019-01-21 03:23:52.990,2019-01-21 03:23:34.320
2019-01-21 03:24:11.600,2019-01-21 03:23:52.990
2019-01-21 03:24:30.400,2019-01-21 03:24:11.600
2019-01-21 03:24:48.320,2019-01-21 03:24:30.400
2019-01-21 03:25:06.580,2019-01-21 03:24:48.320
2019-01-21 03:25:24.530,2019-01-21 03:25:06.580
2019-01-21 03:25:43.320,2019-01-21 03:25:24.530
2019-01-21 03:26:01.540,2019-01-21 03:25:43.320
2019-01-21 03:26:21.910,2019-01-21 03:26:01.540
2019-01-21 03:26:39.890,2019-01-21 03:26:21.910
2019-01-21 03:26:58.900,2019-01-21 03:26:39.890
2019-01-21 03:27:17.510,2019-01-21 03:26:58.900
2019-01-21 03:27:34.310,2019-01-21 03:27:17.510
2019-01-21 03:27:52.380,2019-01-21 03:27:34.310
2019-01-21 03:28:12.560,2019-01-21 03:27:52.380
2019-01-21 03:28:30.410,2019-01-21 03:28:12.560
2019-01-21 03:28:48.850,2019-01-21 03:28:30.410
2019-01-21 03:29:06.880,2019-01-21 03:28:48.850
2019-01-21 03:29:25.650,2019-01-21 03:29:06.880
2019-01-21 03:29:43.720,2019-01-21 03:29:25.650
2019-01-21 03:30:02.250,2019-01-21 03:29:43.720
2019-01-21 03:30:20.260,2019-01-21 03:30:02.250
2019-01-21 03:30:39.100,2019-01-21 03:30:20.260
2019-01-21 03:30:57.640,2019-01-21 03:30:39.100
2019-01-21 03:31:16.550,2019-01-21 03:30:57.640
2019-01-21 03:31:35.170,2019-01-21 03:31:16.550
2019-01-21 03:31:52.300,2019-01-21 03:31:35.170
2019-01-21 03:32:11.040,2019-01-21 03:31:52.300
2019-01-21 03:32:28.340,2019-01-21 03:32:11.040
2019-01-21 03:32:46.380,2019-01-21 03:32:28.340
2019-01-21 03:33:06.600,2019-01-21 03:32:46.380
2019-01-21 03:33:23.230,2019-01-21 03:33:06.600
2019-01-21 03:33:39.780,2019-01-21 03:33:23.230
2019-01-21 03:34:00.090,2019-01-21 03:33:39.780
2019-01-21 03:34:18.540,2019-01-21 03:34:00.090
2019-01-21 03:34:34.720,2019-01-21 03:34:18.540
2019-01-21 03:34:54.720,2019-01-21 03:34:34.720
2019-01-21 03:35:12.890,2019-01-21 03:34:54.720
2019-01-21 03:35:31.000,2019-01-21 03:35:12.890
2019-01-21 03:35:50.800,2019-01-21 03:35:30.000
2019-01-21 03:36:08.910,2019-01-21 03:35:50.800
2019-01-21 03:36:26.510,2019-01-21 03:36:08.910
2019-01-21 03:36:44.060,2019-01-21 03:36:26.510
2019-01-21 03:37:02.080,2019-01-21 03:36:44.060
2019-01-21 03:37:21.570,2019-01-21 03:37:02.080
2019-01-21 03:37:41.640,2019-01-21 03:37:21.570
2019-01-21 03:37:58.970,2019-01-21 03:37:41.640
2019-01-21 03:38:16.230,2019-01-21 03:37:58.970
2019-01-21 03:38:33.920,2019-01-21 03:38:16.230
2019-01-21 03:38:53.120,2019-01-21 03:38:33.920
2019-01-21 03:39:12.740,2019-01-21 03:38:53.120
2019-01-21 03:39:29.590,2019-01-21 03:39:12.740
2019-01-21 03:39:46.500,2019-01-21 03:39:29.590
2019-01-21 03:40:05.960,2019-01-21 03:39:46.500
2019-01-21 03:40:24.640,2019-01-21 03:40:05.960
2019-01-21 03:40:41.600,2019-01-21 03:40:24.640
2019-01-21 03:41:00.140,2019-01-21 03:40:41.600
2019-01-21 03:41:19.120,2019-01-21 03:41:00.140
2019-01-21 03:41:35.780,2019-01-21 03:41:19.120
2019-01-21 03:41:54.130,2019-01-21 03:41:35.780
2019-01-21 03:42:12.310,2019-01-21 03:41:54.130
2019-01-21 03:42:30.610,2019-01-21 03:42:12.310
2019-01-21 03:42:48.750,2019-01-21 03:42:30.610
2019-01-21 03:43:06.820,2019-01-21 03:42:48.750
2019-01-21 03:43:25.130,2019-01-21 03:43:06.820
2019-01-21 03:43:43.940,2019-01-21 03:43:25.130
2019-01-21 03:44:02.430,2019-01-21 03:43:43.940
2019-01-21 03:44:21.010,2019-01-21 03:44:02.430
2019-01-21 03:44:39.790,2019-01-21 03:44:21.010
2019-01-21 03:44:58.570,2019-01-21 03:44:39.790
2019-01-21 03:45:17.190,2019-01-21 03:44:58.570
2019-01-21 03:45:35.740,2019-01-21 03:45:17.190
2019-01-21 03:45:54.230,2019-01-21 03:45:35.740
2019-01-21 03:46:10.640,2019-01-21 03:45:54.230
2019-01-21 03:46:29.320,2019-01-21 03:46:10.640
2019-01-21 03:46:47.590,2019-01-21 03:46:29.320
2019-01-21 03:47:05.990,2019-01-21 03:46:47.590
2019-01-21 03:47:26.190,2019-01-21 03:47:05.990
2019-01-21 03:47:44.290,2019-01-21 03:47:26.190
